업체명,식품명,기준량(g),에너지(kcal),단백질(g),지방(g),탄수화물(g),에너지밀도(kcal/g),탄수화물_에너지비율(%),단백질_에너지비율(%),지방_에너지비율(%),단백질_INQ
투썸플레이스,케이크_블루베리쉬폰 케이크,100,236,3.11,-1.0,-1.0,2.36,-1.0,5.27,-1.0,0.48
커피마마,케이크_블루베리스틱 케이크,100,271,6.67,-1.0,-1.0,2.71,-1.0,9.85,-1.0,0.9
파리바게뜨,케이크_블루베리요거트 케이크,100,295,4.0,21.0,23.0,2.95,31.19,5.42,64.07,0.49
뚜레쥬르,케이크_블루베리요거트팡도르,100,376,3.78,-1.0,-1.0,3.76,-1.0,4.02,-1.0,0.37
롤링핀,케이크_빅토리아 케이크,100,419,4.6,24.9,44.2,4.19,42.2,4.39,53.48,0.4
커피빈,케이크_쁘띠 까망베르 치즈 케이크,100,305,6.0,-1.0,-1.0,3.05,-1.0,7.87,-1.0,0.72
뚜레쥬르,케이크_쁘띠복숭아 케이크,100,252,4.2,-1.0,-1.0,2.52,-1.0,6.67,-1.0,0.61
엔제리너스,케이크_상큼한 유자 케이크,100,324,3.48,-1.0,32.17,3.24,39.72,4.3,-1.0,0.39
스타벅스,케이크_새코롬 돌코롬 한라봉 케이크,100,317,5.0,-1.0,-1.0,3.17,-1.0,6.31,-1.0,0.57
롤링핀,케이크_새콤달콤후르츠파운드 케이크,100,360,4.64,-1.0,-1.0,3.6,-1.0,5.16,-1.0,0.47
파리바게뜨,케이크_생딸기요거트 케이크,100,265,4.0,17.0,25.0,2.65,37.74,6.04,57.74,0.55
파리바게뜨,케이크_생딸기치즈 케이크,100,250,3.0,18.0,18.0,2.5,28.8,4.8,64.8,0.44
드롭탑,케이크_생크림 카스텔라 케이크,100,303,5.58,4.58,-1.0,3.03,-1.0,7.37,13.6,0.67
롤링핀,케이크_생크림 롤케이크 플레인,100,308,4.7,-1.0,-1.0,3.08,-1.0,6.1,-1.0,0.55
투썸플레이스,케이크_생크림바스크치즈 케이크,100,311,5.08,-1.0,-1.0,3.11,-1.0,6.53,-1.0,0.59
투썸플레이스,케이크_생크림소프트쉬폰 케이크,100,378,21.95,-1.0,-1.0,3.78,-1.0,23.23,-1.0,2.11
뚜레쥬르,케이크_생크림 케이크 1호A,100,262,3.2,-1.0,-1.0,2.62,-1.0,4.89,-1.0,0.44
뚜레쥬르,케이크_생크림 케이크 1호B,100,292,4.57,-1.0,-1.0,2.92,-1.0,6.26,-1.0,0.57
뚜레쥬르,케이크_생크림 케이크 2호A,100,278,4.45,-1.0,-1.0,2.78,-1.0,6.4,-1.0,0.58
뚜레쥬르,케이크_생크림 케이크 2호B,100,288,4.49,-1.0,-1.0,2.88,-1.0,6.24,-1.0,0.57
뚜레쥬르,케이크_생크림 케이크 3호A,100,279,4.32,-1.0,-1.0,2.79,-1.0,6.19,-1.0,0.56
뚜레쥬르,케이크_생크림 케이크 3호B,100,289,4.5,-1.0,-1.0,2.89,-1.0,6.23,-1.0,0.57
뚜레쥬르,케이크_생크림 케이크 4호A,100,264,4.32,-1.0,-1.0,2.64,-1.0,6.55,-1.0,0.6
뚜레쥬르,케이크_생크림 케이크 4호B,100,262,3.94,-1.0,-1.0,2.62,-1.0,6.02,-1.0,0.55
뚜레쥬르,케이크_생크림 케이크 5호A,100,251,3.78,-1.0,-1.0,2.51,-1.0,6.02,-1.0,0.55
뚜레쥬르,케이크_생크림 케이크 5호B,100,261,3.93,-1.0,-1.0,2.61,-1.0,6.02,-1.0,0.55
뚜레쥬르,케이크_생크림 케이크 6호A,100,256,3.91,-1.0,-1.0,2.56,-1.0,6.11,-1.0,0.56
뚜레쥬르,케이크_생크림 케이크 6호B,100,252,3.9,-1.0,-1.0,2.52,-1.0,6.19,-1.0,0.56
스타벅스,케이크_세븐 레이어 가나슈 케이크 (조각),100,413,5.0,-1.0,-1.0,4.13,-1.0,4.84,-1.0,0.44
스타벅스,케이크_세븐 레이어 가나슈 케이크,100,433,6.0,-1.0,-1.0,4.33,-1.0,5.54,-1.0,0.5
파리바게뜨,케이크_세븐컬러스 조각 케이크,100,320,5.0,22.0,27.0,3.2,33.75,6.25,61.88,0.57
따삐오,케이크_소프트쁘띠파운드 케이크 (10입),100,461,6.0,-1.0,-1.0,4.61,-1.0,5.21,-1.0,0.47
엔제리너스,케이크_쇼콜라 그라데이션 케이크,100,349,5.22,-1.0,31.3,3.49,35.87,5.98,-1.0,0.54
커피에반하다,케이크_쇼콜라 로쉐 케이크,100,338,3.0,-1.0,-1.0,3.38,-1.0,3.55,-1.0,0.32
커피에반하다,케이크_쇼콜라 크레이프 케이크,100,338,3.0,-1.0,-1.0,3.38,-1.0,3.55,-1.0,0.32
뚜레쥬르,케이크_쇼콜라가나슈생크림 케이크,100,351,4.2,-1.0,-1.0,3.51,-1.0,4.79,-1.0,0.44
마리웨일237,케이크_쇼콜라 롤케이크,100,330,3.0,-1.0,-1.0,3.3,-1.0,3.64,-1.0,0.33
파스쿠찌,케이크_수플레 치즈 케이크 (조각),100,313,5.49,-1.0,-1.0,3.13,-1.0,7.02,-1.0,0.64
요거프레소,케이크_수플레 치즈 케이크,100,282,5.88,-1.0,-1.0,2.82,-1.0,8.34,-1.0,0.76
카페띠아모,케이크_수플레 치즈케이크,100,369,6.35,-1.0,-1.0,3.69,-1.0,6.88,-1.0,0.63
커피베이,케이크_수플레 치즈 케이크,100,290,7.06,-1.0,-1.0,2.9,-1.0,9.74,-1.0,0.89
드롭탑,케이크_수플레치즈 케이크,100,359,7.06,15.29,-1.0,3.59,-1.0,7.87,38.33,0.72
커피에반하다,케이크_수플레치즈 케이크,100,274,5.88,-1.0,-1.0,2.74,-1.0,8.58,-1.0,0.78
커피빈,케이크_순 우유 화이트 롤 케이크,100,310,6.09,-1.0,-1.0,3.1,-1.0,7.86,-1.0,0.71
커피빈,케이크_순 우유&초코 하프앤 하프 롤 케이크,100,361,5.63,-1.0,-1.0,3.61,-1.0,6.24,-1.0,0.57
뚜레쥬르,케이크_순매직딸기 케이크,100,251,2.35,-1.0,-1.0,2.51,-1.0,3.75,-1.0,0.34
뚜레쥬르,케이크_순매직베리 케이크,100,292,3.47,-1.0,-1.0,2.92,-1.0,4.75,-1.0,0.43
커피빈,케이크_순우유 허니 케이크,100,310,5.14,-1.0,-1.0,3.1,-1.0,6.63,-1.0,0.6
뚜레쥬르,케이크_순우유딸기무스 케이크,100,254,3.88,-1.0,-1.0,2.54,-1.0,6.11,-1.0,0.56
따삐오,케이크_쉬폰에반하다 케이크 딸기,100,339,5.0,-1.0,-1.0,3.39,-1.0,5.9,-1.0,0.54
따삐오,케이크_쉬폰에반하다 케이크 블루베리,100,309,4.0,-1.0,-1.0,3.09,-1.0,5.18,-1.0,0.47
따삐오,케이크_쉬폰에반하다 케이크 초코,100,348,5.0,-1.0,-1.0,3.48,-1.0,5.75,-1.0,0.52
따삐오,케이크_쉬폰에반하다 케이크 화이트,100,339,4.0,-1.0,-1.0,3.39,-1.0,4.72,-1.0,0.43
스타벅스,케이크_슈크림 가득 바움쿠헨 케이크,100,330,4.09,-1.0,-1.0,3.3,-1.0,4.96,-1.0,0.45
파리바게뜨,케이크_스노우화이트치즈 케이크,100,350,7.0,-1.0,-1.0,3.5,-1.0,8.0,-1.0,0.73
커피빈,케이크_스모키 번트 치즈 케이크,100,341,5.71,-1.0,24.29,3.41,28.49,6.7,-1.0,0.61
커피에반하다,케이크_스윗밀크 롤 케이크,100,232,5.26,-1.0,-1.0,2.32,-1.0,9.07,-1.0,0.82
따삐오,케이크_스윗크레이프 케이크,100,266,4.0,-1.0,-1.0,2.66,-1.0,6.02,-1.0,0.55
엔제리너스,케이크_스트로베리 바닐라스푼 케이크,100,313,4.0,-1.0,34.86,3.13,44.55,5.11,-1.0,0.46
파리바게뜨,케이크_스트로베리서프라이즈 케이크,100,275,3.0,19.0,22.0,2.75,32.0,4.36,62.18,0.4
엔제리너스,케이크_스트로베리 요거트 케이크,100,292,4.44,-1.0,36.67,2.92,50.23,6.08,-1.0,0.55
뚜레쥬르,케이크_스트로베리리치생크림 케이크,100,263,2.98,-1.0,-1.0,2.63,-1.0,4.53,-1.0,0.41
뚜레쥬르,케이크_스트로베리마스카포네티라미수 케이크,100,271,3.63,-1.0,-1.0,2.71,-1.0,5.36,-1.0,0.49
드롭탑,케이크_스트로베리초코 케이크,100,312,4.38,10.05,-1.0,3.12,-1.0,5.62,28.99,0.51
투썸플레이스,케이크_스트로베리초콜릿생크림 케이크,100,215,3.58,-1.0,-1.0,2.15,-1.0,6.66,-1.0,0.61
드롭탑,케이크_스트로베리포레누아 케이크,100,311,4.19,8.75,-1.0,3.11,-1.0,5.39,25.32,0.49
공차,케이크_스틱 치즈 케이크,100,320,8.0,18.0,30.0,3.2,37.5,10.0,50.62,0.91
커피에반하다,케이크_스틱 케이크 레드벨벳,100,397,5.26,-1.0,-1.0,3.97,-1.0,5.3,-1.0,0.48
커피에반하다,케이크_스틱 케이크 초콜릿,100,529,5.26,-1.0,-1.0,5.29,-1.0,3.98,-1.0,0.36
커피빈,케이크_시그니처 듀얼 케이크,100,371,6.59,-1.0,-1.0,3.71,-1.0,7.11,-1.0,0.65
커피빈,케이크_시카고치즈 케이크 2호,100,372,8.3,-1.0,-1.0,3.72,-1.0,8.92,-1.0,0.81
커피빈,케이크_시카도치즈 케이크 3호,100,372,8.33,-1.0,-1.0,3.72,-1.0,8.96,-1.0,0.81
따삐오,케이크_실키 롤케이크,100,339,6.0,-1.0,-1.0,3.39,-1.0,7.08,-1.0,0.64
요거프레소,케이크_아메리칸 치즈 케이크,100,373,6.16,-1.0,-1.0,3.73,-1.0,6.61,-1.0,0.6
커피빈,케이크_애플 시나몬 치즈 케이크,100,316,4.0,-1.0,-1.0,3.16,-1.0,5.06,-1.0,0.46
파스쿠찌,케이크_얼그레이 샌드케이크,100,338,4.62,-1.0,-1.0,3.38,-1.0,5.47,-1.0,0.5
할리스,케이크_얼그레이 쉬폰 케이크,100,301,3.61,-1.0,-1.0,3.01,-1.0,4.8,-1.0,0.44
롤링핀,케이크_얼그레이쇼콜라타르트 케이크,100,386,4.9,-1.0,-1.0,3.86,-1.0,5.08,-1.0,0.46
롤링핀,케이크_얼그레이 케이크 (조각),100,389,5.1,-1.0,-1.0,3.89,-1.0,5.24,-1.0,0.48
망원동티라미수,케이크_얼그레이티라미수 케이크,100,314,4.0,-1.0,-1.0,3.14,-1.0,5.1,-1.0,0.46
롤링핀,케이크_얼그레이화이트타르트 케이크,100,394,4.9,-1.0,-1.0,3.94,-1.0,4.97,-1.0,0.45
커피에반하다,케이크_오레오 크림치즈 케이크,100,304,3.64,-1.0,-1.0,3.04,-1.0,4.79,-1.0,0.44
망원동티라미수,케이크_오레오티라미수 케이크,100,305,3.96,-1.0,-1.0,3.05,-1.0,5.19,-1.0,0.47
투썸플레이스,케이크_오렌지쇼콜라파운드 케이크,100,358,4.55,-1.0,-1.0,3.58,-1.0,5.08,-1.0,0.46
망원동티라미수,케이크_오리지널 티라미수 케이크 (홀),100,297,3.96,-1.0,-1.0,2.97,-1.0,5.33,-1.0,0.48
망원동티라미수,케이크_오리지널 티라미수 케이크,100,307,6.04,-1.0,-1.0,3.07,-1.0,7.87,-1.0,0.72
파스쿠찌,케이크_오색 치즈 크림 케이크,100,317,3.96,-1.0,-1.0,3.17,-1.0,5.0,-1.0,0.45
뚜레쥬르,케이크_오해피복숭아 케이크,100,287,4.55,-1.0,-1.0,2.87,-1.0,6.34,-1.0,0.58
투썸플레이스,케이크_요거생크림 케이크 1호,100,216,2.96,-1.0,-1.0,2.16,-1.0,5.48,-1.0,0.5
투썸플레이스,케이크_요거생크림 케이크 2호,100,199,2.93,-1.0,-1.0,1.99,-1.0,5.89,-1.0,0.54
투썸플레이스,케이크_요거생크림 케이크 3호,100,214,3.09,-1.0,-1.0,2.14,-1.0,5.78,-1.0,0.53
투썸플레이스,케이크_요거하트 케이크,100,250,3.78,-1.0,-1.0,2.5,-1.0,6.05,-1.0,0.55
뚜레쥬르,케이크_용감한쿠키카라멜마스카포네생크림 케이크,100,333,4.03,-1.0,-1.0,3.33,-1.0,4.84,-1.0,0.44
파리바게뜨,케이크_우리당근 케이크 (미니),100,364,4.0,-1.0,-1.0,3.64,-1.0,4.4,-1.0,0.4
투썸플레이스,케이크_우리쌀베리무스 케이크,100,256,4.19,-1.0,-1.0,2.56,-1.0,6.55,-1.0,0.6
엔제리너스,케이크_우유 고구마케이크,100,312,5.22,-1.0,28.7,3.12,36.79,6.69,-1.0,0.61
파리바게뜨,케이크_우유가득생크림 케이크 1호,100,250,3.0,17.0,21.0,2.5,33.6,4.8,61.2,0.44
파리바게뜨,케이크_우유가득생크림 케이크 2호,100,250,4.0,17.0,21.0,2.5,33.6,6.4,61.2,0.58
파리바게뜨,케이크_우유듬뿍생크림 케이크(블라썸) 1호,100,260,4.0,18.0,20.0,2.6,30.77,6.15,62.31,0.56
파리바게뜨,케이크_우유듬뿍생크림 케이크(블라썸) 2호,100,255,4.0,17.0,21.0,2.55,32.94,6.27,60.0,0.57
파리바게뜨,케이크_우유듬뿍생크림 케이크(블라썸) 3호,100,265,4.0,18.0,21.0,2.65,31.7,6.04,61.13,0.55
파리바게뜨,케이크_우유듬뿍생크림 케이크(선샤인) 1호,100,260,3.0,18.0,21.0,2.6,32.31,4.62,62.31,0.42
파리바게뜨,케이크_우유듬뿍생크림 케이크(선샤인) 2호,100,260,4.0,18.0,21.0,2.6,32.31,6.15,62.31,0.56
파리바게뜨,케이크_우유듬뿍생크림 케이크(선샤인) 3호,100,265,4.0,18.0,22.0,2.65,33.21,6.04,61.13,0.55
파리바게뜨,케이크_우유듬뿍생크림 케이크(선샤인) 6호,100,270,4.0,19.0,21.0,2.7,31.11,5.93,63.33,0.54
파리바게뜨,케이크_우유퐁당생크림 케이크 1호,100,270,4.0,19.0,23.0,2.7,34.07,5.93,63.33,0.54
파리바게뜨,케이크_우유퐁당생크림 케이크 2호,100,275,4.0,19.0,24.0,2.75,34.91,5.82,62.18,0.53
투썸플레이스,케이크_유메이크리스마일(바닐라초콜릿카라멜무스) 케이크,100,283,4.39,-1.0,-1.0,2.83,-1.0,6.2,-1.0,0.56
투썸플레이스,케이크_유메이크미스마일(바닐라초콜릿카라멜무스) 케이크 (조각),100,298,4.65,-1.0,-1.0,2.98,-1.0,6.24,-1.0,0.57
파스쿠찌,케이크_유자 파운드 케이크,100,375,4.69,-1.0,-1.0,3.75,-1.0,5.0,-1.0,0.45
이디야,케이크_이디야 티라미수 케이크,100,130,2.0,-1.0,-1.0,1.3,-1.0,6.15,-1.0,0.56
망원동티라미수,케이크_인절미티라미수 케이크,100,265,5.21,-1.0,-1.0,2.65,-1.0,7.86,-1.0,0.71
투썸플레이스,케이크_장미요거생크림 케이크 1호,100,284,4.35,-1.0,-1.0,2.84,-1.0,6.13,-1.0,0.56
스타벅스,케이크_제주 녹차 생크림 롤케이크,100,332,5.45,-1.0,-1.0,3.32,-1.0,6.57,-1.0,0.6
스타벅스,케이크_제주 땅콩 생크림 롤케이크,100,345,4.85,-1.0,-1.0,3.45,-1.0,5.62,-1.0,0.51
할리스,케이크_진한 마스카포네 티라미스 케이크,100,299,4.83,-1.0,-1.0,2.99,-1.0,6.46,-1.0,0.59
뚜레쥬르,케이크_진한우유생크림 케이크 1호,100,175,3.08,-1.0,-1.0,1.75,-1.0,7.04,-1.0,0.64
뚜레쥬르,케이크_진한우유생크림 케이크 2호,100,123,2.74,-1.0,-1.0,1.23,-1.0,8.91,-1.0,0.81
파리바게뜨,케이크_진한초코퍼지 케이크,100,415,5.0,-1.0,-1.0,4.15,-1.0,4.82,-1.0,0.44
따삐오,케이크_진한치즈 케이크 2호,100,344,7.0,-1.0,-1.0,3.44,-1.0,8.14,-1.0,0.74
스타벅스,케이크_청담스타 얼 그레이 밀크 케이크,100,310,4.0,-1.0,-1.0,3.1,-1.0,5.16,-1.0,0.47
스타벅스,케이크_청담스타 오 허니 케이크,100,348,5.0,-1.0,-1.0,3.48,-1.0,5.75,-1.0,0.52
파스쿠찌,케이크_청순 밀크 샌드 케이크,100,311,4.44,-1.0,-1.0,3.11,-1.0,5.71,-1.0,0.52
마리웨일237,케이크_초코모찌 롤케이크,100,290,4.55,-1.0,-1.0,2.9,-1.0,6.28,-1.0,0.57
메가커피,케이크_초코무스 케이크,100,373,6.24,-1.0,-1.0,3.73,-1.0,6.69,-1.0,0.61
카페띠아모,케이크_초코무스케이크,100,348,6.78,-1.0,-1.0,3.48,-1.0,7.79,-1.0,0.71
커피에반하다,케이크_초코무스 케이크,100,320,3.53,-1.0,-1.0,3.2,-1.0,4.41,-1.0,0.4
따삐오,케이크_초코미니 롤,100,318,6.0,-1.0,-1.0,3.18,-1.0,7.55,-1.0,0.69
마리웨일237,케이크_초코바스크치즈 케이크,100,363,5.26,-1.0,-1.0,3.63,-1.0,5.8,-1.0,0.53
뚜레쥬르,케이크_초코생크림 케이크 1호,100,287,4.14,-1.0,-1.0,2.87,-1.0,5.77,-1.0,0.52
뚜레쥬르,케이크_초코생크림 케이크 2호,100,294,4.45,-1.0,-1.0,2.94,-1.0,6.05,-1.0,0.55
뚜레쥬르,케이크_초코생크림 케이크 3호,100,302,4.77,-1.0,-1.0,3.02,-1.0,6.32,-1.0,0.57
투썸플레이스,케이크_초코쉬폰 케이크,100,320,4.71,-1.0,-1.0,3.2,-1.0,5.89,-1.0,0.54
커피마마,케이크_초코스틱 케이크,100,324,6.67,-1.0,-1.0,3.24,-1.0,8.23,-1.0,0.75
따삐오,케이크_초코 케이크 (조각),100,376,5.88,-1.0,-1.0,3.76,-1.0,6.26,-1.0,0.57
따삐오,케이크_초코코팅 케이크 2호,100,434,5.0,-1.0,-1.0,4.34,-1.0,4.61,-1.0,0.42
따삐오,케이크_초코크런치생크림 케이크 1호,100,319,5.0,-1.0,-1.0,3.19,-1.0,6.27,-1.0,0.57
롤링핀,케이크_초코크레이프 케이크,100,355,7.4,-1.0,-1.0,3.55,-1.0,8.34,-1.0,0.76
커피에반하다,케이크_초코티라미수 케이크,100,322,4.71,-1.0,-1.0,3.22,-1.0,5.85,-1.0,0.53
마리웨일237,케이크_초코파운드 케이크,100,419,5.0,-1.0,-1.0,4.19,-1.0,4.77,-1.0,0.43
롤링핀,케이크_초콜릿듬뿍이파운드 케이크,100,443,5.53,-1.0,-1.0,4.43,-1.0,4.99,-1.0,0.45
롤링핀,케이크_초콜릿머드 케이크 (조각),100,419,2.9,-1.0,-1.0,4.19,-1.0,2.77,-1.0,0.25
커피빈,케이크_초콜릿무스 케이크,100,370,4.75,-1.0,-1.0,3.7,-1.0,5.14,-1.0,0.47
따삐오,케이크_촉촉한미니치즈 케이크,100,360,7.5,-1.0,-1.0,3.6,-1.0,8.33,-1.0,0.76
요거프레소,케이크_쵸코 무스 케이크,100,311,3.53,-1.0,-1.0,3.11,-1.0,4.54,-1.0,0.41
요거프레소,케이크_쵸코 티라미수 케이크,100,319,4.71,-1.0,-1.0,3.19,-1.0,5.91,-1.0,0.54
커피마마,케이크_치즈스틱 케이크,100,236,4.44,-1.0,-1.0,2.36,-1.0,7.53,-1.0,0.68
토프레소,케이크_치즈 케이크,100,359,7.06,-1.0,-1.0,3.59,-1.0,7.87,-1.0,0.72
롤링핀,케이크_치즈타르트바움쿠헨 케이크,100,376,7.4,-1.0,-1.0,3.76,-1.0,7.87,-1.0,0.72
롤링핀,케이크_카라멜크레이프 케이크,100,277,6.7,-1.0,-1.0,2.77,-1.0,9.68,-1.0,0.88
파스쿠찌,케이크_칸탈로프 케이크 (조각),100,291,3.52,-1.0,-1.0,2.91,-1.0,4.84,-1.0,0.44
파스쿠찌,케이크_칸탈로프 케이크 (홀),100,291,3.04,-1.0,-1.0,2.91,-1.0,4.18,-1.0,0.38
드롭탑,케이크_캐롯 케이크,100,283,5.5,7.5,-1.0,2.83,-1.0,7.77,23.85,0.71
뚜레쥬르,케이크_케이크속에순우유 케이크 (조각),100,289,4.23,-1.0,-1.0,2.89,-1.0,5.85,-1.0,0.53
뚜레쥬르,케이크_케이크속에순우유 케이크,100,334,5.51,-1.0,-1.0,3.34,-1.0,6.6,-1.0,0.6
커피에반하다,케이크_콩티라미수 케이크,100,296,8.33,-1.0,-1.0,2.96,-1.0,11.26,-1.0,1.02
파스쿠찌,케이크_콰트로 치즈 파운드 케이크,100,406,6.25,-1.0,-1.0,4.06,-1.0,6.16,-1.0,0.56
공차,케이크_쿠키 앤 크림 스틱 치즈 케이크,100,350,8.0,20.0,34.0,3.5,38.86,9.14,51.43,0.83
엔제리너스,케이크_쿠키앤크림 아이스박스 케이크,100,395,2.63,-1.0,25.79,3.95,26.12,2.66,-1.0,0.24
카페베네,케이크_쿠키앤크림 케이크,100,336,2.48,-1.0,-1.0,3.36,-1.0,2.95,-1.0,0.27
커피베이,케이크_쿨내진동 민트초코 케이크,100,385,4.0,-1.0,-1.0,3.85,-1.0,4.16,-1.0,0.38
투썸플레이스,케이크_퀀즈캐롯 케이크 (조각),100,321,3.91,-1.0,-1.0,3.21,-1.0,4.87,-1.0,0.44
투썸플레이스,케이크_퀀즈캐롯 케이크,100,318,4.47,-1.0,-1.0,3.18,-1.0,5.62,-1.0,0.51
커피빈,케이크_크런치 다크 초코 롤 케이크,100,403,6.07,-1.0,-1.0,4.03,-1.0,6.02,-1.0,0.55
스타벅스,케이크_크런치 쿠키 마스카포네 케이크,100,372,5.45,-1.0,-1.0,3.72,-1.0,5.86,-1.0,0.53
스타벅스,케이크_크레이프 에멘탈 치즈 케이크,100,330,5.0,-1.0,-1.0,3.3,-1.0,6.06,-1.0,0.55
스타벅스,케이크_크림치즈 브리오슈 보스톡 케이크,100,404,5.6,-1.0,-1.0,4.04,-1.0,5.54,-1.0,0.5
스타벅스,케이크_클라우드 치즈 케이크,100,443,6.67,-1.0,-1.0,4.43,-1.0,6.02,-1.0,0.55
파리바게뜨,케이크_클래식 치즈 케이크 (조각),100,306,6.67,20.0,24.44,3.06,31.95,8.72,58.82,0.79
투썸플레이스,케이크_클래식가토쇼콜라 케이크 (조각),100,317,4.0,-1.0,-1.0,3.17,-1.0,5.05,-1.0,0.46
투썸플레이스,케이크_클래식가토쇼콜라 케이크,100,315,4.46,-1.0,-1.0,3.15,-1.0,5.66,-1.0,0.51
투썸플레이스,케이크_투썸얼그레이밀크티쉬폰 케이크 (조각),100,341,5.31,-1.0,-1.0,3.41,-1.0,6.23,-1.0,0.57
투썸플레이스,케이크_투썸얼그레이밀크티쉬폰 케이크,100,336,5.55,-1.0,-1.0,3.36,-1.0,6.61,-1.0,0.6
할리스,케이크_트리플 베리 생크림 라운드 케이크,100,247,3.03,-1.0,-1.0,2.47,-1.0,4.91,-1.0,0.45
할리스,케이크_트리플 베리 생크림 케이크,100,258,3.85,-1.0,-1.0,2.58,-1.0,5.97,-1.0,0.54
할리스,케이크_트리플 베리 치즈 스윗박스 케이크,100,263,3.23,-1.0,-1.0,2.63,-1.0,4.91,-1.0,0.45
할리스,케이크_트리플 초코 라운드 케이크,100,277,5.24,-1.0,-1.0,2.77,-1.0,7.57,-1.0,0.69
투썸플레이스,케이크_트리플베리생크림 케이크 (조각),100,238,3.17,-1.0,-1.0,2.38,-1.0,5.33,-1.0,0.48
투썸플레이스,케이크_트리플베리생크림 케이크,100,229,3.07,-1.0,-1.0,2.29,-1.0,5.36,-1.0,0.49
투썸플레이스,케이크_트리플쇼콜라무스 케이크 (조각),100,252,4.07,-1.0,-1.0,2.52,-1.0,6.46,-1.0,0.59
투썸플레이스,케이크_트리플쇼콜라무스 케이크,100,248,4.28,-1.0,-1.0,2.48,-1.0,6.9,-1.0,0.63
엔제리너스,케이크_티라미수 스푼 케이크,100,301,5.06,-1.0,26.58,3.01,35.32,6.72,-1.0,0.61
마리웨일237,케이크_티라미수컵 케이크,100,330,3.92,-1.0,-1.0,3.3,-1.0,4.75,-1.0,0.43
드롭탑,케이크_티라미수 케이크,100,321,6.25,10.0,-1.0,3.21,-1.0,7.79,28.04,0.71
메가커피,케이크_티라미수 케이크,100,307,5.0,-1.0,-1.0,3.07,-1.0,6.51,-1.0,0.59
카페띠아모,케이크_티라미수케이크,100,321,5.88,-1.0,-1.0,3.21,-1.0,7.33,-1.0,0.67
카페베네,케이크_티라미수 케이크,100,301,6.67,-1.0,-1.0,3.01,-1.0,8.86,-1.0,0.81
커피빈,케이크_티라미수 케이크,100,291,5.29,-1.0,-1.0,2.91,-1.0,7.27,-1.0,0.66
롤링핀,케이크_티라미수크레이프 케이크,100,304,7.8,-1.0,-1.0,3.04,-1.0,10.26,-1.0,0.93
커피베이,케이크_티라미슈 케이크,100,290,5.06,-1.0,-1.0,2.9,-1.0,6.98,-1.0,0.63
따삐오,케이크_티라미스 케이크 (조각),100,334,7.5,-1.0,-1.0,3.34,-1.0,8.98,-1.0,0.82
엔제리너스,케이크_파베쇼콜라 케이크,100,259,5.45,-1.0,22.73,2.59,35.1,8.42,-1.0,0.77
투썸플레이스,케이크_파티팩고구마밀크생크림 케이크,100,246,4.52,-1.0,-1.0,2.46,-1.0,7.35,-1.0,0.67
투썸플레이스,케이크_파티팩딸기레어치즈 케이크,100,283,4.64,-1.0,-1.0,2.83,-1.0,6.56,-1.0,0.6
투썸플레이스,케이크_파티팩블루베리요거트생크림 케이크,100,265,3.6,-1.0,-1.0,2.65,-1.0,5.43,-1.0,0.49
투썸플레이스,케이크_파티팩스트로베리초콜릿생크림 케이크,100,287,3.83,-1.0,-1.0,2.87,-1.0,5.34,-1.0,0.49
투썸플레이스,케이크_파티팩아이스박스 케이크,100,339,4.13,-1.0,-1.0,3.39,-1.0,4.87,-1.0,0.44
투썸플레이스,케이크_파티팩티라미수 케이크,100,299,4.86,-1.0,-1.0,2.99,-1.0,6.5,-1.0,0.59
롤링핀,케이크_퐁당쇼콜라바움쿠헨 케이크,100,450,6.9,-1.0,-1.0,4.5,-1.0,6.13,-1.0,0.56
이디야,케이크_플레인 치즈 스틱 케이크,100,356,6.67,-1.0,-1.0,3.56,-1.0,7.49,-1.0,0.68
마리웨일237,케이크_플레인바스크치즈 케이크,100,353,5.26,-1.0,-1.0,3.53,-1.0,5.96,-1.0,0.54
스타벅스,케이크_피넛 크림 바나나 케이크,100,396,4.17,-1.0,-1.0,3.96,-1.0,4.21,-1.0,0.38
이디야,케이크_필라델피아 치즈 케이크,100,340,6.6,-1.0,-1.0,3.4,-1.0,7.76,-1.0,0.71
할리스,케이크_한라산 녹차 치즈 바스크 케이크,100,352,5.52,-1.0,-1.0,3.52,-1.0,6.27,-1.0,0.57
따삐오,케이크_해피레인보우 케이크,100,359,4.0,-1.0,-1.0,3.59,-1.0,4.46,-1.0,0.41
롤링핀,케이크_허니 케이크,100,467,7.7,29.5,42.6,4.67,36.49,6.6,56.85,0.6
투썸플레이스,케이크_헤이즐넛마스카포네치즈 케이크,100,338,4.06,-1.0,-1.0,3.38,-1.0,4.8,-1.0,0.44
스타벅스,케이크_호두 당근 케이크,100,449,7.14,-1.0,-1.0,4.49,-1.0,6.36,-1.0,0.58
파스쿠찌,케이크_화이트 생크림 케이크 (조각),100,262,3.81,-1.0,-1.0,2.62,-1.0,5.82,-1.0,0.53
파스쿠찌,케이크_화이트 생크림 케이크 (홀),100,260,2.95,-1.0,-1.0,2.6,-1.0,4.54,-1.0,0.41
커피빈,케이크_화이트 치즈 무스 케이크,100,363,5.08,-1.0,-1.0,3.63,-1.0,5.6,-1.0,0.51
마리웨일237,케이크_화이트 롤케이크,100,321,6.0,-1.0,-1.0,3.21,-1.0,7.48,-1.0,0.68
마리웨일237,케이크_화이트모찌 롤케이크,100,332,1.82,-1.0,-1.0,3.32,-1.0,2.19,-1.0,0.2
